ip,time,method,path,status,size,referrer,user_agent,anomalous,category
66.111.54.249,2019-01-22 03:59:14.393,HEAD,/image/103/brand,200,76319,https://www.zanbil.ir/m/filter/p25%2Cb103%2Cb50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)",0,not anomalous
95.81.118.56,2019-01-22 03:59:14.844,GET,/product/28881/57891/%D8%B5%D9%86%D8%AF%D9%84%DB%8C-%DA%86%D9%87%D8%A7%D8%B1%D9%BE%D8%A7%DB%8C%D9%87-%D9%86%DB%8C%D9%84%D9%BE%D8%B1-%D9%85%D8%AF%D9%84-SH505X,301,42048,https://www.zanbil.ir/m/filter/p62%2Cb5,torob/5 CFNetwork/976 Darwin/18.2.0,0,not anomalous
54.36.148.232,2019-01-22 03:59:15.055,GET,/filter/b481%2Cb226%2Cb570%2Cb80%2Cb270%2Cb903%2Cb883%2Cb99%2Cb152%2Cb249%2Cb20%2Cb701%2Cb723%2Cb42%2Cb198%2Cb35%2Cb183%2Cb219%2Cb308%2Cb126%2Cb523%2Cb900%2Cb188%2Cb703%2Cb890%2Cb148%2Cb236%2Cb256%2Cb74%2Cb400%2Cb209%2Cb19%2Cb651%2Cb202%2Cb4%2Cb22%2Cb238%2Cb6%2Cb596%2Cb143%2Cb877%2Cb485%2Cb221%2Cb194%2Cb136%2Cb647%2Cb497%2Cb546%2Cb105%2Cb185%2Cb95%2Cb568%2Cb151%2Cb88%2Cb597%2Cb820%2Cb103%2Cb613%2Cb880%2Cb36%2Cb212%2Cb542%2Cb213%2Cp11671?page=10,404,30670,https://www.zanbil.ir/m/filter/p29%2Cb103,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",0,not anomalous
5.211.97.39,2019-01-22 03:59:15.463,GET,/image/14/productType/120x90,404,27664,-,"Mozilla/5.0 (Linux; Android 7.0; SM-G925F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36",0,not anomalous
54.36.148.14,2019-01-22 03:59:15.677,GET,/image/60751/productModel/200x200,301,69581,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7(KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7",0,not anomalous
178.131.133.79,2019-01-22 03:59:16.068,GET,/filter/b656%2Cb703%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb723%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb194%2Cb74%2Cb542%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb95%2Cb135%2Cb249%2Cb435%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb216%2Cb217%2Cb152%2Cb99%2Cb188%2Cb209%2Cb192%2Cb213%2Cb136%2Cb218%2Cb4%2Cb648%2Cb454%2Cb258%2Cb270%2Cb180%2Cb256?page=36,200,9307,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/article/594/-%D9%87%D9%86%D8%B1-%D9%85%D8%AC%D8%B3%D9%85%D9%87-%D8%B3%D8%A7%D8%B2%DB%8C?amp_js_v=a2&amp_gsa=1&usqp=mq331AQCCAE%3D,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,not anomalous
54.36.148.211,2019-01-22 03:59:16.231,GET,/m/updateVariation?__amp_source_origin=https%3A%2F%2Fwww.zanbil.ir,302,126169,"https://www.zanbil.ir/filter/p65,b1?page=2","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",0,not anomalous
54.36.149.35,2019-01-22 03:59:16.719,GET,/image/30254/productModel/200x200,200,164038,-,Mozilla/5.0 (Android 8.0.0; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,0,not anomalous
5.217.191.165,2019-01-22 03:59:16.895,GET,/filter/b656%2Cb703%2Cb32%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb723%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb194%2Cb74%2Cb542%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb95%2Cb135%2Cb249%2Cb435%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb216%2Cb217%2Cb152%2Cb99%2Cb188%2Cb209%2Cb192%2Cb213%2Cb136%2Cb218%2Cb4%2Cb546?page=2,404,24848,https://www.zanbil.ir/m/article/606/%D8%B9%D9%84%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-%DA%AF%D8%B1%D8%AF%D9%86-%D8%AF%D8%B1%D8%AF-%28%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D8%B3%D8%B1%D8%AF%D8%B1%D8%AF-%D9%88-%D8%B3%D8%B1%DA%AF%DB%8C%D8%AC%D9%87%29,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",0,not anomalous
54.36.149.16,2019-01-22 03:59:17.348,GET,"/filter/stexists,p12601?page=2",200,32968,https://www.zanbil.ir/m/filter/p3?page=1,Mozilla/5.0 (Android 8.0.0; Mobile; rv:62.0.3) Gecko/62.0.3 Firefox/62.0.3,0,not anomalous
54.36.149.17,2019-01-22 03:59:17.722,GET,/m/product/5820/6404/%D8%A2%D8%A8-%D9%BE%D8%B1%D8%AA%D9%82%D8%A7%D9%84-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%AF%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-41138,304,88412,https://www.zanbil.ir/m/filter/p1233?page=1,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",0,not anomalous
178.131.133.79,2019-01-22 03:59:17.968,GET,/product/3462/2835/%D9%87%D9%85%D8%B2%D9%86-%D8%A8%D9%84%DA%A9-%D8%A7%D9%86%D8%AF-%D8%AF%DA%A9%D8%B1-%D9%85%D8%AF%D9%84-M330,200,99974,"https://www.zanbil.ir/filter/p65,b1?page=0",Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/),0,not anomalous
5.78.198.52,2019-01-22 03:59:18.112,GET,/image/32757?name=eb-x41-4.jpg&wh=200x200,304,89808,https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",0,not anomalous
17.58.102.43,2019-01-22 03:59:18.259,GET,/image/64498/productModel/150x150,404,113013,https://www.zanbil.ir/,Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-A520F Build/R16NW),0,not anomalous
54.36.148.117,2019-01-22 03:59:18.507,GET,/filter/b900%2Cp6%2Crt50000000,404,56971,https://www.zanbil.ir/m/filter/p3?page=2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.3 Safari/534.53.10",0,not anomalous
66.249.66.194,2019-01-22 03:59:18.845,GET,/image/66/productType/120x90,301,173048,https://www.zanbil.ir/m/browse/cooking-tools/%D9%BE%D8%AE%D8%AA-%D9%88-%D9%BE%D8%B2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.3 Safari/534.53.10",0,not anomalous
54.36.148.176,2019-01-22 03:59:19.243,GET,/product/32798/63266/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%B3%DB%8C%D9%86%D8%AC%D8%B1-%D9%85%D8%AF%D9%84-pearl-SR7,404,101079,https://znbl.ir/static/bundle-bundle_site_head.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)",0,not anomalous
173.249.54.67,2019-01-22 03:59:19.720,GET,/filter/b481%2Cb874%2Cb226%2Cb570%2Cb598%2Cstexists%2Cb880%2Cb270%2Cb883%2Cb99%2Cb261%2Cb249%2Cb20%2Cb701%2Cb723%2Cb198%2Cb35%2Cb548%2Cb183%2Cb103%2Cb1%2Cb126%2Cb523%2Cb192%2Cb890%2Cb236%2Cb256%2Cb74%2Cb209%2Cb651%2Cb41%2Cb202%2Cb647%2Cb613%2Cb238%2Cb6%2Cb36%2Cb50%2Cb3%2Cb216%2Cb218%2Cb95%2Cb882%2Cb186%2Cb32%2Cb194%2Cb188%2Cb795%2Cb67%2Cb231%2Cb573%2Cb542%2Cb596%2Cb215%2Cb619%2Cb125%2Cb258?page=1,301,114085,https://torob.com/,Dalvik/2.1.0 (Linux; U; Android 5.0.2; LG-D405 Build/LRX22G.A1455269631),0,not anomalous
54.36.149.70,2019-01-22 03:59:20.170,GET,"/m/filter?f=p12,b185",404,116032,https://www.zanbil.ir/m/filter/b113,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,not anomalous
2.179.141.98,2019-01-22 03:59:20.327,GET,"/filter/b734,p8095,stcoming-soon,stnot-exists",404,21639,https://znbl.ir/static/bundle-bundle_site_head.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.3 Safari/534.53.10",0,not anomalous
54.36.148.70,2019-01-22 03:59:20.532,GET,/image/2078/productModel/200x200,304,87203,https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,not anomalous
172.20.2.174,2019-01-22 03:59:20.712,GET,/image/38782/productModel/200x200,301,127391,https://www.zanbil.ir/m/filter/p62%2Cb5?page=1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",0,not anomalous
204.18.198.248,2019-01-22 03:59:20.814,GET,/image/60566/productModel/150x150,304,170867,https://www.zanbil.ir/m/filter/p25%2Cb103%2Cb50,Dalvik/2.1.0 (Linux; U; Android 8.0.0; PRA-LA1 Build/HONORPRA-LA1),0,not anomalous
157.55.39.175,2019-01-22 03:59:20.946,GET,/filter/b481%2Cb874%2Cb226%2Cb570%2Cb598%2Cstexists%2Cb880%2Cb270%2Cb883%2Cb99%2Cb261%2Cb249%2Cb20%2Cb701%2Cb723%2Cb198%2Cb35%2Cb548%2Cb183%2Cb103%2Cb1%2Cb126%2Cb523%2Cb192%2Cb890%2Cb236%2Cb256%2Cb74%2Cb209%2Cb651%2Cb41%2Cb202%2Cb647%2Cb613%2Cb238%2Cb6%2Cb36%2Cb50%2Cb3%2Cb216%2Cb218%2Cb95%2Cb882%2Cb186%2Cb32%2Cb194%2Cb188%2Cb795%2Cb67%2Cb231%2Cb573%2Cb542%2Cb596%2Cb215%2Cb619%2Cb125%2Cb258?page=1,304,5579,"https://www.zanbil.ir/filter/p65,b1?page=1",Googlebot-Image/1.0,0,not anomalous
172.20.2.174,2019-01-22 03:59:21.247,GET,/image/2657/productModel/200x200,200,13300,https://www.zanbil.ir/m/browse/cooking-tools/%D9%BE%D8%AE%D8%AA-%D9%88-%D9%BE%D8%B2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.3 Safari/534.53.10",0,not anomalous
178.131.133.79,2019-01-22 03:59:21.388,GET,/product/12854/21356/%D8%AF%D8%B3%D8%AA%D8%A8%D9%86%D8%AF-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D8%A7%D9%84%DB%8C%D9%88%D8%B1-%D9%88%D8%A8%D8%B1-%D9%85%D8%AF%D9%84-%D8%AA%D9%88%D9%BE%D8%A7%D8%B2-%D8%B7%D8%B1%D8%AD-%D8%A8%D8%A8%D8%B1-%D8%B7%D9%84%D8%A7%DB%8C%DB%8C-Tiger-gold-lt-col-topaz,302,161732,https://www.zanbil.ir/m/product/33631/64998/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%A7%D9%BE%D9%84-%D9%85%D8%AF%D9%84-iPhone-XS-256GB,"Mozilla/5.0 (Linux; Android 6.0.1; SM-N915F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",0,not anomalous
66.249.83.92,2019-01-22 03:59:21.739,GET,/image/59572/productModel/200x200,301,40034,"https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/filter/b99,p4510,stexists?amp_js_v=0.1&usqp=mq331AQECAEoAQ%3D%3D","Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19",0,not anomalous
34.247.132.53,2019-01-22 03:59:21.870,GET,/image/3565?name=code+1129.jpg&wh=200x200,404,31444,https://www.zanbil.ir/m/filter/p62?page=1,"Mozilla/5.0 (Linux; Android 5.1; HTC Desire 728 dual sim) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.83 Mobile Safari/537.36",0,not anomalous
66.249.66.194,2019-01-22 03:59:22.200,GET,/image/764/article/100x100,301,183526,https://www.zanbil.ir/m/filter/p29%2Cb103,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,0,not anomalous
54.36.149.77,2019-01-22 03:59:22.448,GET,/filter/b211%2Cb502%2Cb229%2Cb99%2Cb507%2Cb122%2Cb109%2Cb46%2Cb176%2Cb219%2Cb577%2Cb261%2Cb1?page=3,404,21602,https://www.zanbil.ir/m/browse/fryer/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86,Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-J530F Build/M1AJQ),0,not anomalous
5.160.157.20,2019-01-22 03:59:22.863,GET,"/filter/b1,b103,b105,b109,b124,b148,b194,b231,b424,b5,b572",302,154610,https://www.zanbil.ir/m/filter/b1%2Cp1?page=1,Dalvik/1.6.0 (Linux; U; Android 4.2.2; HUAWEI G730-U10 Build/HuaweiG730-U10),0,not anomalous
207.46.13.136,2019-01-22 03:59:23.208,GET,"/filter/b571,b288,b514,b19,b519,b508,b202,b373,b362,b445,b227,b389,b95,b120,b238,b598,b185,b469,b105,b326,b573,b50",200,151834,"https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/filter/b215,p9?amp_js_v=0.1&usqp=mq331AQECAEoAQ%3D%3D","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",0,not anomalous
54.36.149.102,2019-01-22 03:59:23.617,GET,/image/64500/productModel/150x150,302,176457,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/article/594/-%D9%87%D9%86%D8%B1-%D9%85%D8%AC%D8%B3%D9%85%D9%87-%D8%B3%D8%A7%D8%B2%DB%8C?amp_js_v=a2&amp_gsa=1&usqp=mq331AQCCAE%3D,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,0,not anomalous
46.224.77.32,2019-01-22 03:59:23.751,GET,/image/2079/productModel/200x200,404,122969,https://torob.com/p/d37f693e-45d3-4973-92e7-c0f3e769a0a9/%D8%B1%DB%8C%D8%B4-%D8%AA%D8%B1%D8%A7%D8%B4-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-s7370/,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",0,not anomalous
5.112.52.254,2019-01-22 03:59:24.179,GET,/image/62383/productModel/200x200,304,143893,https://www.zanbil.ir/m/product/32574/62991/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D8%B5%D9%88%D8%B1%D8%AA-%D9%BE%D8%B1%D9%86%D8%B3%D9%84%DB%8C-%D9%85%D8%AF%D9%84-PR465AT,Dalvik/2.1.0 (Linux; U; Android 8.0.0; PRA-LA1 Build/HONORPRA-LA1),0,not anomalous
17.58.102.43,2019-01-22 03:59:24.446,HEAD,/?utm_source=2&utm_medium=21&utm_campaign=Z&utm_term=202&utm_content=2003,301,42587,https://www.zanbil.ir/m/filter/p62?page=1,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,0,not anomalous
66.111.54.249,2019-01-22 03:59:24.871,GET,"/filter/stexists,p12594?page=3",304,29272,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/article/616/%D8%B9%D9%84%D8%AA-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B1%D9%81%D8%AA%D9%86%D8%8C%DA%AF%D8%B2%DA%AF%D8%B2%D8%8C%D8%A8%DB%8C-%D8%AD%D8%B3%DB%8C-%D9%88-%D9%85%D9%88%D8%B1-%D9%85%D9%88%D8%B1-%D8%B4%D8%AF%D9%86-%D8%A7%D9%86%DA%AF%D8%B4%D8%AA%D8%A7%D9%86-%D8%AF%D8%B3%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-%D8%A2%D9%86?amp_js_v=a2&amp_gsa=1&usqp=mq331AQCCAE%3D,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.92 Safari/537.36",0,not anomalous
54.36.148.237,2019-01-22 03:59:24.993,GET,/image/3/brand,200,112736,https://www.zanbil.ir/m/filter/p3?page=2,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),0,not anomalous
54.36.148.70,2019-01-22 03:59:25.208,GET,/filter/p5935%2Cb543,200,56418,https://www.zanbil.ir/m/product/5820/6404/%D8%A2%D8%A8-%D9%BE%D8%B1%D8%AA%D9%82%D8%A7%D9%84-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%AF%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-41138,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,0,not anomalous
54.36.148.28,2019-01-22 03:59:25.657,GET,"/filter/stexists,p8392,b80?page=3",301,161475,https://www.zanbil.ir/m/browse/citrus-only-juicer/%D8%A2%D8%A8-%D9%BE%D8%B1%D8%AA%D9%82%D8%A7%D9%84-%DA%AF%DB%8C%D8%B1%DB%8C,-,0,not anomalous
54.36.148.185,2019-01-22 03:59:25.990,GET,/image/1/brand,404,151376,"https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/filter/b215,p9?amp_js_v=0.1&usqp=mq331AQECAEoAQ%3D%3D","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36",0,not anomalous
54.36.149.7,2019-01-22 03:59:26.417,GET,"/filter/b1,b136,b36,b45,p51",200,112166,https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116,Mozilla/5.0 (Android 8.0.0; Mobile; rv:62.0.3) Gecko/62.0.3 Firefox/62.0.3,0,not anomalous
40.77.167.129,2019-01-22 03:59:26.547,GET,/image/33631?name=iphone-xs-2.jpg&wh=max,301,149096,https://www.zanbil.ir/m/filter/p3?page=2,Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0,0,not anomalous
91.251.165.118,2019-01-22 03:59:26.867,GET,/image/57731/productModel/200x200,301,52073,https://www.zanbil.ir/m/product/33606/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86-%D8%A7%D9%84-%D8%A7%DB%8C-%D8%AF%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-55NU8950-Ultra-HD-4K,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",0,not anomalous
54.36.148.32,2019-01-22 03:59:27.044,GET,"/filter/stexists,p8393,b80?page=2",304,16573,https://znbl.ir/static/bundle-bundle_site_head.css,Dalvik/1.6.0 (Linux; U; Android 4.2.2; HUAWEI G730-U10 Build/HuaweiG730-U10),0,not anomalous
66.111.54.249,2019-01-22 03:59:27.491,GET,/image/2657/productModel/200x200,200,126073,"https://www.zanbil.ir/filter/b1,p62","Mozilla/5.0 (Linux; Android 8.0.0; SM-J810F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36",0,not anomalous
54.36.149.41,2019-01-22 03:59:27.883,GET,/filter/p28%2Cv1%7C%D8%B3%D9%81%DB%8C%D8%AF%20%D9%82%D8%B1%D9%85%D8%B2?o=v1,404,9888,https://www.zanbil.ir/m/filter/p25%2Cb103,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36",0,not anomalous
2.185.221.79,2019-01-22 03:59:28.346,GET,/image/56228/productModel/200x200,304,54040,http://ptcnovin.com/viewads/9973433553DD74E139351D14HE076H36B44OC16O74553B435O7635656U565E515976B5HC2V5U73B7B76VZB60Z5E527C445497,"Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36",0,not anomalous
54.36.149.70,2019-01-22 03:59:28.729,GET,"/m/filter/b105,b126,b136,b143,b148,b151,b152,b168,b183,b185,b188,b194,b198,b2,b20,b202,b209,b219,b22,b221,b226,b236,b238,b249,b270,b3,b308,b35,b4,b400,b41,b42,b43,b441,b454,b481,b484,b485,b497,b542,b546,b568,b570,b596,b598,b6,b645,b647,b648,b651,b701,b723,b74,b80,b82,b820,b854,b874,b877,b88,b883,b890,b900,b903,b95,b99",302,76172,https://www.zanbil.ir/,Mozilla/5.0 (Android 7.1.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,0,not anomalous
